word,translation,toeic_target,sentence,trans_s
upset,adj. 翻倒的；心煩的，苦惱的 v. 弄翻；使心煩意亂 n. 意外的失敗或挫折；翻倒；混亂,初級,1. She was very upset about the bad news. 2. He was upset by the argument with his friend. 3. The unexpected result upset everyone. 4. The team suffered an upset in the championship game.,1. 她對這個壞消息非常難過。 2. 他因為和朋友的爭吵而感到沮喪。 3. 這個意想不到的結果讓每個人都感到沮喪。 4. 這支球隊在冠軍賽中遭遇了爆冷。
used,adj. 二手的，舊的,初級,I bought a used car last week.,我上週買了一輛二手車。
user,n. 使用者,初級,The user logged into the system.,用戶已登入系統。
view,n. 視野，景色；看法 v. 查看，觀看；認為,初級,"1. The hotel room has a beautiful view of the ocean. 2. In my view, we should wait a little longer. 3. We viewed the movie last night. 4. The committee views this proposal positively.",1. 這間飯店房間可以欣賞到美麗的海景。 2. 我認為我們應該再等一段時間。 3. 我們昨晚看了這部電影。 4. 委員會對這項提案持正面態度。
waiter/waitress,n. 服務員/女服務員,初級,The waiter brought us the menu quickly.,服務生很快就把菜單拿來了。
wealth,n. 財富，富有；大量,中級,1. He inherited a great wealth from his family. 2. The country’s natural wealth includes forests and minerals.,1. 他繼承了家族的一大筆財富。 2. 該國的自然財富包括森林和礦產資源。
weigh,v. 秤...的重量；權衡,初級,1. Please weigh the luggage before going to the airport. 2. You should weigh the pros and cons before making a decision.,1. 請在去機場前秤行李重量。 2. 做決定前應該要權衡利弊。
western,adj. 西方的 n. 西部地區的人,初級,They moved to a western state in the USA.,他們搬到了美國西部的一個州。
whatever,adj. 無論什麼，任何事物 pron. 任何...的事物；不管什麼,初級,"1. Take whatever you want from the fridge. 2. Whatever happens, stay calm.",1. 從冰箱裡拿你想要的任何東西。 2. 無論發生什麼，都要保持冷靜。
whenever,conj. 無論何時；每當 adv. 無論何時；每當,初級,"1. You can call me whenever you need help. 2. Whenever I see her, she’s always smiling.",1. 你需要幫忙的時候隨時可以打電話給我。 2. 每次見到她，她總是面帶微笑。
wherever,conj. 無論在哪裡 adv. 無論在哪裡,初級,"1. You can sit wherever you like. 2. Wherever he goes, he makes friends easily.",1. 你可以隨便坐。 2. 他無論走到哪裡，都能輕易交到朋友。
whisper,n. 耳語，私語 v. 低聲說出，耳語,初級,1. I heard a whisper behind the door. 2. She whispered a secret to her friend.,1. 我聽到門後傳來低語聲。 2. 她悄悄地把一個秘密告訴了她的朋友。
whoever,pron. 無論是誰,中級,Whoever arrives first will get the prize.,第一個到達的人將獲得獎品。
width,n. 寬度,中級,The width of the table is two meters.,桌子的寬度是兩公尺。
willing,adj. 願意的，樂意的,中級,She is willing to help with the project.,她願意協助這個計畫。
wine,n. 葡萄酒，紅酒,初級,They drank red wine with dinner.,他們晚餐時喝了紅酒。
wire,n. 電線 v. 用電線連接,初級,1. The electrician fixed the broken wire. 2. They wired the new house for internet.,1. 電工修好了斷掉的電線。 2. 他們為新房子安裝了網路線路。
within,prep. 在...範圍內 adv. 在裡面,中級,1. Please complete the task within two days. 2. There is no smoking allowed within the building.,1. 請在兩天內完成任務。 2. 大樓內禁止吸煙。
wonder,v. 想知道 n. 奇蹟,初級,1. I wonder if it will rain tomorrow. 2. It’s a wonder that everyone survived the accident.,1. 我想知道明天會不會下雨。 2. 所有人都從這場意外中倖存下來，真是個奇蹟。
wood(s),n. 木頭；樹林,初級,1. The table is made of wood. 2. We went hiking in the woods last weekend.,1. 這張桌子是木製的。 2. 我們上週末去樹林裡健行了。
wooden,adj. 木製的,初級,They bought a wooden chair for the dining room.,他們買了一張木椅放在餐廳裡。
wool,n. 羊毛,初級,She wore a warm sweater made of wool.,她穿著一件溫暖的羊毛衫。
worse,adj. 更壞的 adv. 更壞 n. 更糟的事,初級,1. His health is getting worse. 2. Things are going from bad to worse.,1. 他的身體狀況越來越差。 2. 情況每況愈下。
worst,adj. 最壞的，最糟的 adv. 最壞地，最糟地 n. 最壞的部分,初級,1. This is the worst day of my life. 2. He performed the worst in the competition. 3. Prepare for the worst.,1. 這是我人生中最糟糕的一天。 2. 他在比賽中表現最差。 3. 做好最壞的打算。
worth,adj. 有...價值的 n. 有價值,中級,1. This book is worth reading. 2. The painting is of great worth.,1. 這本書值得一讀。 2. 這幅畫很有價值。
yam,n. 山藥,初級,Yam is a popular food in many countries.,山藥在許多國家都是一種很受歡迎的食物。
aboard,prep. /adv. 上(船、飛機、車)；在(船、飛機、車)上,中級,1. There were 300 people aboard the ship. 2. All passengers must be aboard before the train departs.,1. 船上有300人。 2. 所有乘客必須在火車出發前上車。
acceptable,adj. 可以接受的,中級,Your behavior is not acceptable in this classroom.,你的行為在課堂上是不可接受的。
accurate,adj. 準確的,高級,The scientist gave an accurate description of the experiment.,這位科學家對實驗進行了準確的描述。
ache,n./v. 疼痛,初級,1. I had a dull ache in my back after sitting too long. 2. My muscles ache after the long run.,1. 久坐後，我的背部隱隱作痛。 2. 長跑後，我的肌肉酸痛。
achieve,v. 完成；達到,中級,She worked hard to achieve her goals.,她努力奮鬥實現了自己的目標。
achievement,n. 完成；達到；成就,中級,Winning the award was his greatest achievement.,獲得該獎項是他最大的成就。
additional,adj. 附加的，額外的,中級,We need additional time to finish the project.,我們需要更多時間來完成這個專案。
advanced,adj. 先進的；高等的；進階的,中級,1. This phone has many advanced features. 2. She is taking an advanced English course.,1. 這款手機有許多高級功能。 2. 她正在上高級英語課程。
advantage,n. 有利條件；優勢,中級,Knowing two languages is a big advantage in finding a job.,掌握兩種語言對找工作來說是一大優勢。
adventure,n. 冒險,中級,Going backpacking in the mountains was the biggest adventure of my life.,去山區背包健行是我一生中最棒的冒險。
advertise,v. 為...做廣告,中級,The company plans to advertise its new product on TV.,該公司計劃在電視上投放新產品廣告。
advertisement/ad,n. 廣告,中級,I saw an advertisement for a new smartphone in the magazine.,我在雜誌上看到了一則新款智慧型手機的廣告。
adviser/advisor,n. 顧問；導師,高級,She works as a financial adviser for a large bank.,她在一家大型銀行擔任財務顧問。
afford,v. 承擔得起；買得起；提供,中級,1. I can’t afford to buy a new car right now. 2. This job will afford you many opportunities to travel.,1. 我現在買不起新車。 2. 這份工作會給你很多旅行的機會。
afterward/afterwards,adv. 之後，後來,初級,We went to a movie and afterward/afterwards we had dinner.,我們去看了電影，之後/之後我們吃了晚餐。
agriculture,n. 農業,高級,Modern agriculture uses advanced machinery to increase crop production.,現代農業利用先進的機械設備來提高作物產量。
airline,n. 航線；航空公司,中級,I booked a ticket with a major airline for my trip to Paris.,我透過一家大型航空公司預訂了去巴黎的機票。
alley,n. 小巷子；小徑,初級,The cat ran quickly down the alley.,貓迅速跑下了巷子。
admission,n. 獲准；許可准許進入,高級,Candidates must pass the entrance exam before being given admission to an interview.,考生必須通過入學考試才能獲得面試機會。
be subject to,受...約束；遭受...,高級,"Regardless of their position or status, employees will be subject to annual evalutions.",無論職位或身分如何，員工都將接受年度考核。
committed,adj. 盡心盡責的,高級,We are seeking committed professionals in the fields of medicine and health administration.,我們正在尋找醫學和衛生管理領域的敬業專業人士。
fire,v. 開除,中級,Employees who commit serious breaches of company policy may be fired with two-week's notice.,嚴重違反公司規定的員工可能會被提前兩週通知解僱。
position,n. 職位,中級,Please inform candidates that applying for multiple positions is against company policy.,請告知應徵者，申請多個職位違反公司規定。
accordingly,adv. 相應地；照著；因此,高級,"Given the limited timeframe, selection procedures should be shortened accordingly.",鑑於時間有限，甄選程序應相應縮短。
hire,v. 雇用、聘請,中級,This month we will need to hire four people to fill vacancies in the human resources department.,本月我們需要招募四名員工來填補人力資源部門的空缺。
match,v. 相配；符合,中級,Hiring managers should match a candidate's experience to the most appropriate department in the company.,招募經理應將候選人的經驗與公司中最合適的部門進行配對。
responsibility,n. 責任；職責,中級,It is the HR director's responsibility to maintain our workforce's effectiveness.,人力資源總監的職責是維持我們員工團隊的效率。
assessment,n. 評估,高級,Assessment of potential hires should be done according to our ranking system.,對潛在候選人的評估應按照我們的排名系統進行。
recruit,v. 招收新成員,高級,The president specifically stated we were not to recruit overseas workers for this position.,總統明確表示，我們不得為該職位招募海外勞工。
applicant,n. 申請人；求職者,高級,Job applicants should always try to make the best first impression.,求職者應該始終努力給人留下最好的第一印象。
consider,v. 考慮；認為,中級,People considering a career change should first decide whether the new position will help them achieve their career goals.,考慮換工作的人首先應該決定新職位是否能幫助他們實現職業目標。
arrange,v. 安排；布置,中級,Candidates who are unable to take the written exam on the scheduled day may arrange a make-up test.,無法在規定日期參加筆試的考生可以安排補考。
background,n. 背景；經歷,中級,Questions regarding candidate's backgrounds should be limited to education and employment history.,關於候選人背景的問題應僅限於教育和工作經驗。
